x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel
37.0,109.0,41.0,1.0,499073.359308,15.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
38.0,109.0,41.0,1.0,499073.359336,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
39.0,109.0,42.0,1.0,499073.359364,15.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
40.0,109.0,42.0,1.0,499073.359378,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
41.0,109.0,42.0,1.0,499073.359406,15.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
42.0,109.0,42.0,1.0,499073.359434,15.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
43.0,109.0,42.0,1.0,499073.359462,15.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
44.0,109.0,43.0,1.0,499073.35949,15.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
45.0,109.0,43.0,1.0,499073.359518,15.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
46.0,109.0,43.0,1.0,499073.359546,16.0,167.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
47.0,109.0,43.0,1.0,499073.359574,16.0,160.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
48.0,109.0,44.0,1.0,499073.359602,16.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
49.0,109.0,44.0,1.0,499073.35963,16.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
50.0,109.0,44.0,1.0,499073.359658,16.0,174.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
51.0,109.0,45.0,1.0,499073.359686,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
52.0,109.0,45.0,1.0,499073.359714,16.0,167.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
53.0,109.0,45.0,1.0,499073.359742,16.0,167.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
54.0,109.0,45.0,1.0,499073.35977,16.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
55.0,109.0,46.0,1.0,499073.359798,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
56.0,108.0,46.0,1.0,499073.359826,17.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
57.0,108.0,46.0,1.0,499073.359854,17.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
58.0,108.0,46.0,1.0,499073.359882,17.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
58.0,109.0,46.0,1.0,499073.362976,17.0,132.0,1.0,1.0,26.0,1.0,0.0,32.0,0.0,0.0,0.0
57.0,109.0,46.0,1.0,499073.36299,17.0,125.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
56.0,109.0,46.0,1.0,499073.363018,17.0,139.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
35.0,110.0,41.0,1.0,499073.363592,14.0,125.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
34.0,110.0,41.0,1.0,499073.36362,14.0,138.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
33.0,110.0,40.0,1.0,499073.363648,14.0,166.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
32.0,110.0,40.0,1.0,499073.363676,14.0,159.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
31.0,110.0,40.0,1.0,499073.363704,14.0,138.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
30.0,110.0,40.0,1.0,499073.363732,14.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
29.0,110.0,40.0,1.0,499073.36376,14.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
7.0,111.0,36.0,1.0,499073.364362,12.0,117.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
6.0,111.0,36.0,1.0,499073.364376,12.0,137.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
5.0,111.0,36.0,1.0,499073.364404,12.0,110.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
4.0,111.0,36.0,1.0,499073.364432,11.0,158.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
3.0,111.0,37.0,1.0,499073.364446,11.0,144.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
2.0,111.0,35.0,1.0,499073.364488,11.0,179.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
1.0,111.0,35.0,1.0,499073.364516,11.0,117.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
0.0,111.0,34.0,1.0,499073.364544,11.0,103.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
0.0,112.0,34.0,1.0,499073.383332,11.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
1.0,112.0,35.0,1.0,499073.38336,11.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
2.0,112.0,35.0,1.0,499073.383388,11.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
3.0,112.0,35.0,1.0,499073.383416,11.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
4.0,112.0,36.0,1.0,499073.383444,11.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
5.0,112.0,36.0,1.0,499073.383472,11.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
6.0,112.0,36.0,1.0,499073.3835,12.0,123.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
7.0,112.0,36.0,1.0,499073.383528,12.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
8.0,112.0,36.0,1.0,499073.383556,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
9.0,112.0,36.0,1.0,499073.383584,12.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
10.0,112.0,37.0,1.0,499073.383612,12.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
11.0,112.0,37.0,1.0,499073.38364,12.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
12.0,112.0,37.0,1.0,499073.383668,12.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
13.0,112.0,37.0,1.0,499073.383682,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
14.0,112.0,37.0,1.0,499073.38371,12.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
15.0,112.0,37.0,1.0,499073.383738,12.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
16.0,112.0,38.0,1.0,499073.383766,13.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
16.0,111.0,38.0,1.0,499073.38378,13.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
17.0,111.0,38.0,1.0,499073.383794,13.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
18.0,111.0,38.0,1.0,499073.383822,13.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
19.0,111.0,38.0,1.0,499073.38385,13.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
20.0,111.0,38.0,1.0,499073.383878,13.0,165.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
21.0,111.0,38.0,1.0,499073.383906,13.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
22.0,111.0,39.0,1.0,499073.383934,13.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
23.0,111.0,39.0,1.0,499073.383962,13.0,214.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
24.0,111.0,39.0,1.0,499073.38399,13.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
25.0,111.0,39.0,1.0,499073.384018,13.0,117.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
26.0,111.0,39.0,1.0,499073.384046,14.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
27.0,111.0,39.0,1.0,499073.38406,14.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
28.0,111.0,40.0,1.0,499073.384088,14.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
29.0,111.0,40.0,1.0,499073.384116,14.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
30.0,111.0,40.0,1.0,499073.384144,14.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
31.0,111.0,40.0,1.0,499073.384172,14.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
32.0,111.0,40.0,1.0,499073.3842,14.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
33.0,111.0,41.0,1.0,499073.384228,14.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
34.0,111.0,41.0,1.0,499073.384256,14.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
35.0,111.0,41.0,1.0,499073.384284,14.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
36.0,111.0,41.0,1.0,499073.384312,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
37.0,111.0,41.0,1.0,499073.38434,15.0,111.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
38.0,111.0,42.0,1.0,499073.384368,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
39.0,111.0,42.0,1.0,499073.384396,15.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
40.0,111.0,42.0,1.0,499073.384424,15.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
41.0,111.0,42.0,1.0,499073.384438,15.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
42.0,111.0,42.0,1.0,499073.384466,15.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
43.0,111.0,43.0,1.0,499073.384494,15.0,187.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
44.0,111.0,43.0,1.0,499073.384522,15.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
45.0,111.0,43.0,1.0,499073.38455,15.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
46.0,110.0,43.0,1.0,499073.384578,16.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
47.0,110.0,44.0,1.0,499073.384606,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
48.0,110.0,44.0,1.0,499073.384634,16.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
49.0,110.0,44.0,1.0,499073.384662,16.0,132.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
50.0,110.0,44.0,1.0,499073.38469,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
51.0,110.0,45.0,1.0,499073.384718,16.0,167.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
52.0,110.0,45.0,1.0,499073.384746,16.0,160.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
53.0,110.0,45.0,1.0,499073.384774,16.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
54.0,110.0,45.0,1.0,499073.384802,16.0,181.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
55.0,110.0,46.0,1.0,499073.38483,16.0,132.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
56.0,110.0,46.0,1.0,499073.384858,17.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
57.0,110.0,46.0,1.0,499073.384886,17.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
58.0,110.0,46.0,1.0,499073.387994,17.0,139.0,1.0,1.0,26.0,1.0,0.0,32.0,0.0,0.0,0.0
51.0,111.0,45.0,1.0,499073.38819,16.0,146.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
50.0,111.0,45.0,1.0,499073.388204,16.0,139.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
49.0,111.0,44.0,1.0,499073.388232,16.0,167.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
48.0,111.0,44.0,1.0,499073.38826,16.0,132.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
47.0,111.0,44.0,1.0,499073.388288,16.0,132.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
46.0,111.0,44.0,1.0,499073.388316,16.0,146.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
25.0,112.0,39.0,1.0,499073.388876,14.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
24.0,112.0,39.0,1.0,499073.388904,13.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
23.0,112.0,39.0,1.0,499073.388932,13.0,124.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
22.0,112.0,39.0,1.0,499073.38896,13.0,138.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
21.0,112.0,38.0,1.0,499073.388988,13.0,138.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
20.0,112.0,38.0,1.0,499073.389016,13.0,159.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
19.0,112.0,38.0,1.0,499073.389044,13.0,124.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
18.0,112.0,38.0,1.0,499073.389072,13.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
17.0,112.0,38.0,1.0,499073.3891,13.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
0.0,113.0,34.0,1.0,499073.389576,11.0,103.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
0.0,114.0,34.0,1.0,499073.408364,11.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
1.0,114.0,34.0,1.0,499073.408392,11.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
2.0,114.0,35.0,1.0,499073.40842,11.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
3.0,114.0,35.0,1.0,499073.408448,11.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
4.0,114.0,35.0,1.0,499073.408476,11.0,130.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
4.0,113.0,36.0,1.0,499073.40849,11.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
5.0,113.0,36.0,1.0,499073.408504,12.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
6.0,113.0,36.0,1.0,499073.408532,12.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
7.0,113.0,36.0,1.0,499073.40856,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
8.0,113.0,36.0,1.0,499073.408588,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
9.0,113.0,36.0,1.0,499073.408616,12.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
10.0,113.0,37.0,1.0,499073.408644,12.0,117.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
11.0,113.0,37.0,1.0,499073.408672,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
12.0,113.0,37.0,1.0,499073.4087,12.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
13.0,113.0,37.0,1.0,499073.408714,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
14.0,113.0,37.0,1.0,499073.408742,12.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
15.0,113.0,37.0,1.0,499073.40877,12.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
16.0,113.0,38.0,1.0,499073.408798,13.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
17.0,113.0,38.0,1.0,499073.408826,13.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
18.0,113.0,38.0,1.0,499073.408854,13.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
19.0,113.0,38.0,1.0,499073.408882,13.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
20.0,113.0,38.0,1.0,499073.40891,13.0,165.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
21.0,113.0,38.0,1.0,499073.408938,13.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
22.0,113.0,39.0,1.0,499073.408966,13.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
23.0,113.0,39.0,1.0,499073.408994,13.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
24.0,113.0,39.0,1.0,499073.409022,13.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
25.0,113.0,39.0,1.0,499073.40905,14.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
26.0,113.0,40.0,1.0,499073.409078,14.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
27.0,113.0,40.0,1.0,499073.409106,14.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
28.0,113.0,40.0,1.0,499073.409134,14.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
29.0,113.0,40.0,1.0,499073.409148,14.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
30.0,113.0,40.0,1.0,499073.409176,14.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
31.0,113.0,40.0,1.0,499073.409204,14.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
32.0,113.0,40.0,1.0,499073.409232,14.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
33.0,113.0,41.0,1.0,499073.40926,14.0,145.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
34.0,112.0,41.0,1.0,499073.409288,14.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
35.0,112.0,41.0,1.0,499073.409316,14.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
36.0,112.0,41.0,1.0,499073.409344,15.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
37.0,112.0,42.0,1.0,499073.409372,15.0,131.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
38.0,112.0,42.0,1.0,499073.4094,15.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
39.0,112.0,42.0,1.0,499073.409428,15.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
40.0,112.0,42.0,1.0,499073.409456,15.0,173.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
41.0,112.0,42.0,1.0,499073.409484,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
42.0,112.0,43.0,1.0,499073.409512,15.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
43.0,112.0,43.0,1.0,499073.40954,15.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
44.0,112.0,43.0,1.0,499073.409568,15.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
45.0,112.0,43.0,1.0,499073.409582,15.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
46.0,112.0,44.0,1.0,499073.40961,16.0,159.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
47.0,112.0,44.0,1.0,499073.409638,16.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
48.0,112.0,44.0,1.0,499073.409666,16.0,152.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
49.0,112.0,44.0,1.0,499073.409694,16.0,166.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
50.0,112.0,45.0,1.0,499073.409722,16.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
51.0,112.0,45.0,1.0,499073.40975,16.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
52.0,112.0,45.0,1.0,499073.409778,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
53.0,112.0,45.0,1.0,499073.409806,16.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
54.0,112.0,46.0,1.0,499073.409834,16.0,160.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
55.0,112.0,46.0,1.0,499073.409862,16.0,139.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
56.0,112.0,46.0,1.0,499073.40989,17.0,153.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
57.0,112.0,46.0,1.0,499073.409918,17.0,146.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
41.0,113.0,42.0,1.0,499073.413475,15.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
40.0,113.0,42.0,1.0,499073.413489,15.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
39.0,113.0,42.0,1.0,499073.413517,15.0,159.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
38.0,113.0,42.0,1.0,499073.413545,15.0,159.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
37.0,113.0,42.0,1.0,499073.413573,15.0,152.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
36.0,113.0,41.0,1.0,499073.413601,15.0,159.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
35.0,113.0,41.0,1.0,499073.413629,15.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
34.0,113.0,41.0,1.0,499073.413657,14.0,152.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
14.0,114.0,37.0,1.0,499073.414189,12.0,145.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
13.0,114.0,37.0,1.0,499073.414217,12.0,144.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
12.0,114.0,37.0,1.0,499073.414245,12.0,138.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
11.0,114.0,37.0,1.0,499073.414273,12.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
10.0,114.0,37.0,1.0,499073.414301,12.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
9.0,114.0,36.0,1.0,499073.414329,12.0,117.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
8.0,114.0,36.0,1.0,499073.414357,12.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
7.0,114.0,36.0,1.0,499073.414385,12.0,144.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
6.0,114.0,36.0,1.0,499073.414413,12.0,131.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
5.0,114.0,36.0,1.0,499073.414441,12.0,124.0,1.0,1.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0
0.0,115.0,34.0,1.0,499073.433397,11.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
1.0,115.0,34.0,1.0,499073.433425,11.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
2.0,115.0,35.0,1.0,499073.433453,11.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
3.0,115.0,35.0,1.0,499073.433481,11.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
4.0,115.0,35.0,1.0,499073.433509,11.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
5.0,115.0,35.0,1.0,499073.433537,12.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
6.0,115.0,36.0,1.0,499073.433565,12.0,151.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
7.0,115.0,36.0,1.0,499073.433593,12.0,137.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
8.0,115.0,36.0,1.0,499073.433621,12.0,124.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
9.0,115.0,36.0,1.0,499073.433649,12.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
10.0,115.0,36.0,1.0,499073.433677,12.0,165.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
11.0,115.0,37.0,1.0,499073.433705,12.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
12.0,115.0,37.0,1.0,499073.433733,12.0,144.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
13.0,115.0,37.0,1.0,499073.433761,12.0,138.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
14.0,115.0,37.0,1.0,499073.433775,12.0,165.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
15.0,115.0,37.0,1.0,499073.433803,13.0,165.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
16.0,115.0,38.0,1.0,499073.433831,13.0,158.0,1.0,1.0,26.0,0.0,1.0,32.0,0.0,0.0,0.0
